Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
185-ayun-660514148-t-s-xl,,,,,,,,Size,XL,shopify,100,continue,manual,185.00,TRUE,TRUE,,,
220-af-1354-t,￥220 AF-1354-短款短袖T恤,<p>https://weidian.com/item.html?itemID=7774035026</p>,Af,T-Shirt,T-Shirt,"Af, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,220.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/2124ed60e6/small.jpg,1,active
220-af-1354-t,,,,,,,,Size,M,shopify,100,continue,manual,220.00,TRUE,TRUE,,,
220-af-1354-t,,,,,,,,Size,L,shopify,100,continue,manual,220.00,TRUE,TRUE,,,
220-af-1354-t,,,,,,,,Size,XL,shopify,100,continue,manual,220.00,TRUE,TRUE,,,
220-af-1353-t,￥220 AF-1353-竖排烫标修身短袖T恤,,Af,T-Shirt,T-Shirt,"Af, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,220.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/90c20f7610/small.jpg,1,active
220-af-1353-t,,,,,,,,Size,M,shopify,100,continue,manual,220.00,TRUE,TRUE,,,
220-af-1353-t,,,,,,,,Size,L,shopify,100,continue,manual,220.00,TRUE,TRUE,,,
220-af-1353-t,,,,,,,,Size,XL,shopify,100,continue,manual,220.00,TRUE,TRUE,,,
148-158-66052339-amg-s-xxl,￥148/158 66052339 AMG衣服裤子，S-XXL,<p>https://weidian.com/item.html?itemID=7773894000</p>,￥148/158,Pants,Pants,"￥148/158, Pants",TRUE,Size,S,shopify,100,continue,manual,148.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/04804fa436/small.jpg,1,active
148-158-66052339-amg-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-158-66052339-amg-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-158-66052339-amg-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-158-66052339-amg-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-158-66052338-amg-s-xxl,￥148/158 66052338 AMG衣服裤子，S-XXL,<p>https://weidian.com/item.html?itemID=7773830994</p>,￥148/158,Pants,Pants,"￥148/158, Pants",TRUE,Size,S,shopify,100,continue,manual,148.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/be493b757c/small.jpg,1,active
148-158-66052338-amg-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-158-66052338-amg-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-158-66052338-amg-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-158-66052338-amg-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
158-178-66052337-amg-m-xxl,￥158/178 66052337 AMG休闲运动外套长裤，M-XXL,<p>https://weidian.com/item.html?itemID=7770921815</p>,￥158/178,Jacket,Jacket,"￥158/178, Jacket",TRUE,Size,M,shopify,100,continue,manual,158.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/7e79cf574f/small.jpg,1,active
158-178-66052337-amg-m-xxl,,,,,,,,Size,L,shopify,100,continue,manual,158.00,TRUE,TRUE,,,
158-178-66052337-amg-m-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,158.00,TRUE,TRUE,,,
158-178-66052337-amg-m-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,158.00,TRUE,TRUE,,,
138-retro-long-sleeve-chelsea-06-07-home-s-xxl,￥138 Retro Long sleeve Chelsea 06/07 home S-XXL,<p>https://weidian.com/item.html?itemID=7773862594</p>,Retro,Apparel,Apparel,"Retro, Apparel",TRUE,Size,S,shopify,100,continue,manual,138.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/5229bc9b3e/small.jpg,1,active
138-retro-long-sleeve-chelsea-06-07-home-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-retro-long-sleeve-chelsea-06-07-home-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-retro-long-sleeve-chelsea-06-07-home-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-retro-long-sleeve-chelsea-06-07-home-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052336-tianchengzuo-t-s-xl,￥138 66052336 tianchengzuo短袖T恤，S-XL,<p>https://weidian.com/item.html?itemID=7770766747</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,138.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/0a17f406d3/small.jpg,1,active
138-66052336-tianchengzuo-t-s-xl,,,,,,,,Size,M,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052336-tianchengzuo-t-s-xl,,,,,,,,Size,L,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052336-tianchengzuo-t-s-xl,,,,,,,,Size,XL,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
148-66052335-tianchengzuo-s-xl,￥148 66052335 tianchengzuo休闲短裤，S-XL,<p>https://weidian.com/item.html?itemID=7773844702</p>,3125tiger,Pants,Pants,"3125tiger, Pants",TRUE,Size,S,shopify,100,continue,manual,148.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/981eb94dfa/small.jpg,1,active
148-66052335-tianchengzuo-s-xl,,,,,,,,Size,M,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-66052335-tianchengzuo-s-xl,,,,,,,,Size,L,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-66052335-tianchengzuo-s-xl,,,,,,,,Size,XL,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-66052334-hs-t-xs-l,￥148 66052334 HS短袖T恤，XS-L,<p>https://weidian.com/item.html?itemID=7773821036</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,XS,shopify,100,continue,manual,148.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/00952e006b/small.jpg,1,active
148-66052334-hs-t-xs-l,,,,,,,,Size,S,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-66052334-hs-t-xs-l,,,,,,,,Size,M,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-66052334-hs-t-xs-l,,,,,,,,Size,L,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
99-wanban-retro-chelsea-11-12-third-away-s-xxl,￥99 wanban-Retro Chelsea 11/12 third away S-XXL,<p>https://weidian.com/item.html?itemID=7770882515</p>,Wanban,Apparel,Apparel,"Wanban, Apparel",TRUE,Size,S,shopify,100,continue,manual,99.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/7f9eb6356f/small.jpg,1,active
99-wanban-retro-chelsea-11-12-third-away-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-chelsea-11-12-third-away-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-chelsea-11-12-third-away-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-chelsea-11-12-third-away-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
148-66052333-hs-t-xs-l,￥148 66052333 HS短袖T恤，XS-L,<p>https://weidian.com/item.html?itemID=7773870456</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,XS,shopify,100,continue,manual,148.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/c774d104d7/small.jpg,1,active
148-66052333-hs-t-xs-l,,,,,,,,Size,S,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-66052333-hs-t-xs-l,,,,,,,,Size,M,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
148-66052333-hs-t-xs-l,,,,,,,,Size,L,shopify,100,continue,manual,148.00,TRUE,TRUE,,,
138-66052332-miusi-t-s-xl,￥138 66052332 miusi短袖T恤，S-XL,<p>https://weidian.com/item.html?itemID=7773817064</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,138.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/54b042a5f7/small.jpg,1,active
138-66052332-miusi-t-s-xl,,,,,,,,Size,M,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052332-miusi-t-s-xl,,,,,,,,Size,L,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052332-miusi-t-s-xl,,,,,,,,Size,XL,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052331-miusi-t-s-xl,￥138 66052331 miusi短袖T恤，S-XL,<p>https://weidian.com/item.html?itemID=7773781566</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,138.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/7582ffe1f6/small.jpg,1,active
138-66052331-miusi-t-s-xl,,,,,,,,Size,M,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052331-miusi-t-s-xl,,,,,,,,Size,L,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052331-miusi-t-s-xl,,,,,,,,Size,XL,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
158-66052330-miusi-t-s-xl,￥158 66052330 miusi长袖T恤，S-XL,<p>https://weidian.com/item.html?itemID=7773803342</p>,3125tiger,Apparel,Apparel,"3125tiger, Apparel",TRUE,Size,S,shopify,100,continue,manual,158.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/f1ee93c422/small.jpg,1,active
158-66052330-miusi-t-s-xl,,,,,,,,Size,M,shopify,100,continue,manual,158.00,TRUE,TRUE,,,
158-66052330-miusi-t-s-xl,,,,,,,,Size,L,shopify,100,continue,manual,158.00,TRUE,TRUE,,,
158-66052330-miusi-t-s-xl,,,,,,,,Size,XL,shopify,100,continue,manual,158.00,TRUE,TRUE,,,
138-66052329-miusi-s-l,￥138 66052329 miusi短袖连体衣，S-L,<p>https://weidian.com/item.html?itemID=7770765573</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,138.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/f6437dcdc2/small.jpg,1,active
138-66052329-miusi-s-l,,,,,,,,Size,M,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052329-miusi-s-l,,,,,,,,Size,L,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052328-miusi-t-s-xl,￥138 66052328 miusi短袖T恤，S-XL,<p>https://weidian.com/item.html?itemID=7770856493</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,138.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/1dff2f9be8/small.jpg,1,active
138-66052328-miusi-t-s-xl,,,,,,,,Size,M,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052328-miusi-t-s-xl,,,,,,,,Size,L,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
138-66052328-miusi-t-s-xl,,,,,,,,Size,XL,shopify,100,continue,manual,138.00,TRUE,TRUE,,,
99-wanban-retro-18-19-m-u-home-s-xxl,￥99 wanban-Retro 18/19 M-U home S-XXL,<p>https://weidian.com/item.html?itemID=7773885942</p>,Wanban,Apparel,Apparel,"Wanban, Apparel",TRUE,Size,S,shopify,100,continue,manual,99.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/f1ed4f2164/small.jpg,1,active
99-wanban-retro-18-19-m-u-home-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-18-19-m-u-home-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-18-19-m-u-home-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-18-19-m-u-home-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-m-u-00-01-away-s-xxl,￥99  wanban-Retro M-U 00/01 away S-XXL,<p>https://weidian.com/item.html?itemID=7770876295</p>,3125tiger,Apparel,Apparel,"3125tiger, Apparel",TRUE,Size,S,shopify,100,continue,manual,99.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/71ccaed089/small.jpg,1,active
99-wanban-retro-m-u-00-01-away-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-m-u-00-01-away-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-m-u-00-01-away-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-m-u-00-01-away-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
230-zhenhui-nike-air-force-1-07-low,￥230 zhenhui-Nike Air Force 1'07 Low 马年限定 空军一号低帮休闲板鞋,"<p>https://weidian.com/item.html?itemID=7773856388

                货号：HT5088-630
                尺码：36 36.5 37.5 38 38.5 39 40 40.5 41 42 42.5 43 44 44.5 45
                编码：25</p>",Zhenhui,Shoes,Shoes,"Zhenhui, Shoes",TRUE,Size,39,shopify,100,continue,manual,230.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/51f6866640/small.jpg,1,active
230-zhenhui-nike-air-force-1-07-low,,,,,,,,Size,40,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-air-force-1-07-low,,,,,,,,Size,41,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-air-force-1-07-low,,,,,,,,Size,42,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-air-force-1-07-low,,,,,,,,Size,43,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-air-force-1-07-low,,,,,,,,Size,44,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-air-force-1-07-low,,,,,,,,Size,45,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
99-wanban-25-26-chelsea-third-away-s-4xl,￥99 wanban-25/26 Chelsea third away S-4XL,<p>https://weidian.com/item.html?itemID=7770787519</p>,Wanban,Apparel,Apparel,"Wanban, Apparel",TRUE,Size,S,shopify,100,continue,manual,99.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/5234e6f67f/small.jpg,1,active
99-wanban-25-26-chelsea-third-away-s-4xl,,,,,,,,Size,M,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-25-26-chelsea-third-away-s-4xl,,,,,,,,Size,L,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-25-26-chelsea-third-away-s-4xl,,,,,,,,Size,XL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-98-99-m-u-black-s-xxl,￥99 wanban-Retro 98/99 M-U Black S-XXL,<p>https://weidian.com/item.html?itemID=7770897833</p>,Wanban,Apparel,Apparel,"Wanban, Apparel",TRUE,Size,S,shopify,100,continue,manual,99.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/27d812e983/small.jpg,1,active
99-wanban-retro-98-99-m-u-black-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-98-99-m-u-black-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-98-99-m-u-black-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-98-99-m-u-black-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
168-66052322-bozai-polo-s-xxl,￥168 66052322 bozai短袖POLO衫，S-XXL,<p>https://weidian.com/item.html?itemID=7770815145</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,168.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/f6fcf51cf4/small.jpg,1,active
168-66052322-bozai-polo-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
168-66052322-bozai-polo-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
168-66052322-bozai-polo-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
168-66052322-bozai-polo-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
99-wanban-retro-southampton-15-16-home-s-xxl,￥99 wanban-Retro Southampton 15/16 Home S-XXL,<p>https://weidian.com/item.html?itemID=7770836687</p>,Wanban,Apparel,Apparel,"Wanban, Apparel",TRUE,Size,S,shopify,100,continue,manual,99.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/9b4f204458/small.jpg,1,active
99-wanban-retro-southampton-15-16-home-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-southampton-15-16-home-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-southampton-15-16-home-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
99-wanban-retro-southampton-15-16-home-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,99.00,TRUE,TRUE,,,
178-66052321-bozai-m-3xl,￥178 66052321 bozai运动长裤，M-3XL,<p>https://weidian.com/item.html?itemID=7770809159</p>,3125tiger,Pants,Pants,"3125tiger, Pants",TRUE,Size,S,shopify,100,continue,manual,178.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/4410ff11a8/small.jpg,1,active
178-66052321-bozai-m-3xl,,,,,,,,Size,M,shopify,100,continue,manual,178.00,TRUE,TRUE,,,
178-66052321-bozai-m-3xl,,,,,,,,Size,L,shopify,100,continue,manual,178.00,TRUE,TRUE,,,
178-66052321-bozai-m-3xl,,,,,,,,Size,XL,shopify,100,continue,manual,178.00,TRUE,TRUE,,,
230-zhenhui-nike-dunk-low-retro-lv,￥230 zhenhui-Nike Dunk Low Retro LV联名 周年高端定制 低帮休闲板鞋,"<p>https://weidian.com/item.html?itemID=7770765415

                货号：XX2025-309
                尺码：36 36.5 37.5 38 38.5 39 40 40.5 41 42 42.5 43 44 44.5 45
                编码：25</p>",Zhenhui,Shoes,Shoes,"Zhenhui, Shoes",TRUE,Size,39,shopify,100,continue,manual,230.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/b9402baa54/small.jpg,1,active
230-zhenhui-nike-dunk-low-retro-lv,,,,,,,,Size,40,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-dunk-low-retro-lv,,,,,,,,Size,41,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-dunk-low-retro-lv,,,,,,,,Size,42,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-dunk-low-retro-lv,,,,,,,,Size,43,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-dunk-low-retro-lv,,,,,,,,Size,44,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
230-zhenhui-nike-dunk-low-retro-lv,,,,,,,,Size,45,shopify,100,continue,manual,230.00,TRUE,TRUE,,,
168-66052320-bozai-polo-s-xxl,￥168 66052320 bozai短袖POLO衫，S-XXL,<p>https://weidian.com/item.html?itemID=7773663150</p>,3125tiger,T-Shirt,T-Shirt,"3125tiger, T-Shirt",TRUE,Size,S,shopify,100,continue,manual,168.00,TRUE,TRUE,https://photo.yupoo.com/3125tiger/98ddcccddd/small.jpg,1,active
168-66052320-bozai-polo-s-xxl,,,,,,,,Size,M,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
168-66052320-bozai-polo-s-xxl,,,,,,,,Size,L,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
168-66052320-bozai-polo-s-xxl,,,,,,,,Size,XL,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
168-66052320-bozai-polo-s-xxl,,,,,,,,Size,XXL,shopify,100,continue,manual,168.00,TRUE,TRUE,,,
